feature,importance
Unnamed: 64_C,0.0
type_all,0.0
ht_Jun-00,0.0
ht_Jul-00,0.0
ht_9-May,0.0
conf_CAA,0.0
conf_BSky,0.0
school_New Mexico St.,0.0
school_Purdue,0.0
school_Tennessee Martin,0.0
school_Temple,0.0
school_Syracuse,0.0
school_St. Bonaventure,0.0
school_South Dakota St.,0.0
school_Seton Hall,0.0
school_San Diego St.,0.0
school_Providence,0.0
school_UC Santa Barbara,0.0
school_Oklahoma St.,0.0
school_Oklahoma,0.0
school_Ohio St.,0.0
school_Notre Dame,0.0
school_North Carolina St.,0.0
school_North Carolina,0.0
school_Norfolk St.,0.0
school_Texas,0.0
school_UCLA,0.0
conf_BE,0.0
school_Western Kentucky,0.0
conf_B10,0.0
conf_Amer,0.0
conf_A10,0.0
school_Xavier,0.0
school_Wyoming,0.0
school_Wisconsin,0.0
school_Wichita St.,0.0
school_Weber St.,0.0
school_UTEP,0.0
school_Washington St.,0.0
school_Washington,0.0
school_Virginia,0.0
school_Villanova,0.0
school_Vanderbilt,0.0
school_VCU,0.0
school_Utah,0.0
player_TERRENCE WILLIAMS,0.0
player_MARCUS SMART,0.0
player_TAUREAN PRINCE,0.0
player_STEVEN ADAMS,0.0
player_ERIC MAYNOR,0.0
player_ERIC BLEDSOE,0.0
player_ELFRID PAYTON,0.0
player_EKPE UDOH,0.0
player_ED DAVIS,0.0
player_EARL CLARK,0.0
player_DRAYMOND GREEN,0.0
player_DORON LAMB,0.0
player_DOMANTAS SABONIS,0.0
player_DION WAITERS,0.0
player_DEVIN BOOKER,0.0
player_DERRICK WILLIAMS,0.0
player_DERRICK FAVORS,0.0
player_DERRICK CARACTER,0.0
player_DERRICK BROWN,0.0
player_DENZEL VALENTINE,0.0
player_DEMARCUS COUSINS,0.0
player_DEMAR DEROZAN,0.0
player_DEJUAN BLAIR,0.0
player_ETWAUN MOORE,0.0
player_EVAN TURNER,0.0
player_FESTUS EZELI,0.0
player_ISAIAH WHITEHEAD,0.0
player_JAMES JOHNSON,0.0
player_JAMES HARDEN,0.0
player_JAMAL MURRAY,0.0
player_JAKOB POELTL,0.0
player_JAJUAN JOHNSON,0.0
player_JAHLIL OKAFOR,0.0
player_JAE CROWDER,0.0
player_JABARI PARKER,0.0
player_ISAIAH THOMAS,0.0
player_FRANK KAMINSKY,0.0
player_IMAN SHUMPERT,0.0
player_HASHEEM THABEET,0.0
player_HARRISON BARNES,0.0
player_GREIVIS VASQUEZ,0.0
player_GREG MONROE,0.0
player_GORGUI DIENG,0.0
player_GORDON HAYWARD,0.0
player_GARY HARRIS,0.0
player_DARRUN HILLIARD,0.0
player_DARIUS MILLER,0.0
player_DANTE CUNNINGHAM,0.0
player_ANDREW GOUDELOCK,0.0
player_ARNETT MOULTRIE,0.0
player_ARMON JOHNSON,0.0
player_ARCHIE GOODWIN,0.0
player_ANTHONY DAVIS,0.0
player_ANTHONY BROWN,0.0
player_ANTHONY BENNETT,0.0
player_ANDREW WIGGINS,0.0
player_ANDREW NICHOLSON,0.0
player_ANDRE ROBERSON,0.0
player_AUSTIN RIVERS,0.0
player_ANDRE DRUMMOND,0.0
player_ALEX LEN,0.0
player_ALEC BURKS,0.0
player_AL-FAROUQ AMINU,0.0
player_AJ PRICE,0.0
player_ADREIAN PAYNE,0.0
player_AARON GORDON,0.0
ts_pct,0.0
player_AUSTIN DAYE,0.0
player_BEN MCLEMORE,0.0
player_DANGELO RUSSELL,0.0
player_CHRIS SINGLETON,0.0
player_DAMIAN LILLARD,0.0
player_DAJUAN SUMMERS,0.0
player_CORY JOSEPH,0.0
player_CORY JEFFERSON,0.0
player_COLE ALDRICH,0.0
player_CODY ZELLER,0.0
player_CLEANTHONY EARLY,0.0
player_CJ MCCOLLUM,0.0
player_CHRIS MCCULLOUGH,0.0
player_BERNARD JAMES,0.0
player_CHASE BUDINGER,0.0
player_CHARLES JENKINS,0.0
player_CHANDLER PARSONS,0.0
player_CARIS LEVERT,0.0
player_CAMERON PAYNE,0.0
player_BUDDY HIELD,0.0
player_BRANDON KNIGHT,0.0
player_BOBBY PORTIS,0.0
player_JAMES YOUNG,0.0
player_JARED SULLINGER,0.0
player_JARELL MARTIN,0.0
player_MICHAEL CARTER-WILLIAMS,0.0
player_NOAH VONLEH,0.0
player_NIKOLA VUCEVIC,0.0
player_NIK STAUSKAS,0.0
player_NATE WOLTERS,0.0
player_MYLES TURNER,0.0
player_MITCH MCGARY,0.0
player_MIKE SCOTT,0.0
player_MICHAEL KIDD-GILCHRIST,0.0
player_MEYERS LEONARD,0.0
player_NORMAN POWELL,0.0
player_MASON PLUMLEE,0.0
player_MARSHON BROOKS,0.0
player_MARQUIS TEAGUE,0.0
player_MARQUESE CHRISS,0.0
player_MARKIEFF MORRIS,0.0
player_MARKEL BROWN,0.0
player_MALCOLM LEE,0.0
player_MALCOLM BROGDON,0.0
player_NOLAN SMITH,0.0
player_NORRIS COLE,0.0
player_LAZAR HAYWARD,0.0
player_RICHAUN HOLMES,0.0
player_STEPHEN CURRY,0.0
player_STANLEY JOHNSON,0.0
player_SPENCER DINWIDDIE,0.0
player_SHELVIN MACK,0.0
player_SHABAZZ NAPIER,0.0
player_SHABAZZ MUHAMMAD,0.0
player_RYAN KELLY,0.0
player_RONDAE HOLLIS-JEFFERSON,0.0
player_REGGIE BULLOCK,0.0
player_ORLANDO JOHNSON,0.0
player_RAY MCCALLUM,0.0
player_RASHAD VAUGHN,0.0
player_PEYTON SIVA,0.0
player_PERRY JONES,0.0
player_PAUL GEORGE,0.0
player_PATRICK PATTERSON,0.0
player_PATRICK MCCAW,0.0
player_PASCAL SIAKAM,0.0
player_LUKE HARANGODY,0.0
player_LAVOY ALLEN,0.0
player_JAYLEN BROWN,0.0
player_JODIE MEEKS,0.0
player_JORDAN CRAWFORD,0.0
player_JONNY FLYNN,0.0
player_JON LEUER,0.0
