feature,threshold,info_gain,gain_ratio
pick,7.5,0.13496696657115592,0.19575685863383233
gbpm,13.113049983978271,0.1028964139129455,0.4132169627557593
dbpm,3.2125500440597534,0.10780305376149957,0.11012383329398732
