,Untuned,Untuned,Untuned,Tuned,Tuned,Tuned
,MAE,RMSE,R2,MAE,RMSE,R2
DecisionTree,3.6310359408033825,4.78664484171682,-0.6129042164930766,2.505988445423391,3.1988374315966204,0.350363039172064
RandomForest,2.8164479915433405,3.5807950870074756,0.13015271101712847,1.4583489700535897,1.8291107802988171,0.7875941831216114
XGBoost,2.8748928533900866,3.7497202160743575,0.014867371808641283,1.1461316655857772,1.4166241869833154,0.8725922951375965
