feature,importance
player_ARMON JOHNSON,3.441374163542844e-07
player_JEFF TEAGUE,3.0704504881209995e-07
position_SG-PG,3.063023767772794e-07
player_JOHN HENSON,2.938376802043902e-07
school_Temple,2.8820860501631876e-07
player_GERALD HENDERSON,2.787767993468481e-07
school_Bowling Green,2.4851186849231386e-07
player_SOLOMON HILL,2.401895770950571e-07
school_Indiana,2.023867060899997e-07
player_PAUL GEORGE,2.0061529520439187e-07
player_TRISTAN THOMPSON,1.8102528550626135e-07
player_IMAN SHUMPERT,1.609464431704629e-07
school_North Carolina,1.57704404942437e-07
player_CLEANTHONY EARLY,1.415308292001899e-07
school_Wichita St.,1.4026964357366736e-07
player_ALEC BURKS,1.4020127475912052e-07
position_C-PF,1.3018230378444233e-07
player_MARQUESE CHRISS,1.0452386584869687e-07
player_ANDRE ROBERSON,9.214815611688586e-08
player_GREIVIS VASQUEZ,8.567346758055808e-08
player_LARRY SANDERS,8.362438945514372e-08
player_KELLY OLYNYK,7.898689984839823e-08
conf_MVC,7.824698860289401e-08
school_New Mexico,7.583102089481515e-08
school_Wisconsin,6.915052649164538e-08
player_JEFF AYRES,6.658937082977958e-08
player_TONY SNELL,6.552735829106415e-08
player_TONY WROTEN,6.439645281487262e-08
school_Detroit,6.167619924896873e-08
player_JON BROCKMAN,6.153234887436325e-08
player_EARL CLARK,5.96274509836024e-08
player_JORDAN WILLIAMS,5.924915808173862e-08
player_TYLER ZELLER,5.68601942244147e-08
player_EKPE UDOH,5.3781708545926556e-08
player_MASON PLUMLEE,4.8771977788232374e-08
player_MARKIEFF MORRIS,4.747227837708091e-08
player_TY LAWSON,3.452879884782168e-08
player_JOHN WALL,3.449015978215571e-08
player_MIKE SCOTT,3.1594754163738146e-08
player_CODY ZELLER,2.5068545335521127e-08
player_AARON GORDON,2.350021891665543e-08
player_LUKE HARANGODY,2.302276872611826e-08
player_MARKEL BROWN,2.0510782958121084e-08
player_NOLAN SMITH,2.047736802591765e-08
player_TERRENCE WILLIAMS,2.0341824010613443e-08
player_WADE BALDWIN,1.8522062178755274e-08
ht_3-Jul,1.832582863926976e-08
player_DORON LAMB,1.665444675416771e-08
player_NORMAN POWELL,1.5915817558962607e-08
school_Norfolk St.,1.525636800792756e-08
player_JOHN JENKINS,1.4140559286036056e-19
player_AUSTIN DAYE,1.291849051191566e-19
player_JIMMER FREDETTE,1.287145168963986e-19
player_BUDDY HIELD,7.344086652421154e-20
school_Purdue,4.04171859612838e-20
conf_OVC,0.0
conf_MAC,0.0
player_ED DAVIS,0.0
conf_MEAC,0.0
player_FESTUS EZELI,0.0
player_EVAN TURNER,0.0
player_ELFRID PAYTON,0.0
player_NIKOLA VUCEVIC,0.0
player_DERRICK WILLIAMS,0.0
player_ANTHONY BROWN,0.0
player_BRANDON INGRAM,0.0
player_BRADLEY BEAL,0.0
type_all,0.0
player_BOBBY PORTIS,0.0
player_ARNETT MOULTRIE,0.0
player_ANTHONY DAVIS,0.0
player_ANTHONY BENNETT,0.0
conf_SB,0.0
player_ANDREW NICHOLSON,0.0
player_ANDREW GOUDELOCK,0.0
player_ANDRE DRUMMOND,0.0
player_ALEX LEN,0.0
player_AL-FAROUQ AMINU,0.0
player_ADREIAN PAYNE,0.0
player_BRANDON KNIGHT,0.0
player_CARIS LEVERT,0.0
player_CHARLES JENKINS,0.0
player_CHRIS MCCULLOUGH,0.0
player_CORY JEFFERSON,0.0
ht_11-May,0.0
player_CORY JOSEPH,0.0
player_DAJUAN SUMMERS,0.0
player_FRANK KAMINSKY,0.0
player_DANTE CUNNINGHAM,0.0
player_DARIUS MILLER,0.0
player_DEMARCUS COUSINS,0.0
conf_WCC,0.0
player_DENZEL VALENTINE,0.0
conf_Sum,0.0
player_DERRICK CARACTER,0.0
player_DERRICK FAVORS,0.0
player_DANGELO RUSSELL,0.0
school_North Carolina St.,0.0
player_GARY HARRIS,0.0
player_TREVOR BOOKER,0.0
player_STEVEN ADAMS,0.0
player_MARQUIS TEAGUE,0.0
player_TAUREAN PRINCE,0.0
player_THOMAS ROBINSON,0.0
player_TJ WARREN,0.0
player_TONEY DOUGLAS,0.0
player_TYUS JONES,0.0
school_Western Kentucky,0.0
player_VICTOR OLADIPO,0.0
player_LESTER HUDSON,0.0
player_WILL BARTON,0.0
player_XAVIER HENRY,0.0
player_ZACH LAVINE,0.0
player_KIM ENGLISH,0.0
player_MARSHON BROOKS,0.0
player_SPENCER DINWIDDIE,0.0
player_SHELVIN MACK,0.0
player_SHABAZZ NAPIER,0.0
player_SAM YOUNG,0.0
player_RONDAE HOLLIS-JEFFERSON,0.0
player_RICHAUN HOLMES,0.0
player_REGGIE BULLOCK,0.0
player_RAY MCCALLUM,0.0
player_MYLES TURNER,0.0
player_PEYTON SIVA,0.0
player_PERRY JONES,0.0
player_PATRICK PATTERSON,0.0
player_PATRICK MCCAW,0.0
player_PASCAL SIAKAM,0.0
player_OTTO PORTER,0.0
player_NORRIS COLE,0.0
player_KENTAVIOUS CALDWELL-POPE,0.0
player_KEMBA WALKER,0.0
player_KELLY OUBRE,0.0
player_JAYLEN BROWN,0.0
school_Weber St.,0.0
player_GORDON HAYWARD,0.0
player_GORGUI DIENG,0.0
player_HARRISON BARNES,0.0
player_HASHEEM THABEET,0.0
school_Utah,0.0
school_UTEP,0.0
school_Tennessee Martin,0.0
player_JAKOB POELTL,0.0
player_JAMES HARDEN,0.0
school_South Dakota St.,0.0
player_JAMES YOUNG,0.0
school_San Diego St.,0.0
school_Oklahoma,0.0
school_New Mexico St.,0.0
school_College of Charleston,0.0
school_Nevada,0.0
school_Morehead St.,0.0
player_JERAMI GRANT,0.0
player_JEREMY LAMB,0.0
school_Louisiana Lafayette,0.0
school_LSU,0.0
school_Hofstra,0.0
player_JON LEUER,0.0
player_JORDAN HILL,0.0
school_Fresno St.,0.0
player_JOSH RICHARDSON,0.0
school_Davidson,0.0
player_JRUE HOLIDAY,0.0
player_JUSTIN ANDERSON,0.0
player_MARCUS SMART,0.0
