player,school,conf,gp,Min_per,ortg,usg,efg_pct_given,ts_pct_given,orb_pct,drb_pct,ast_pct,tov_pct,ftm,fta,ft_pct,twopm,twopa,twop_pct,fg3m,fg3a,fg3_pct,blk_per,stl_per,ftr,yr,ht,num,porpag,adjoe,pfr,draft_year,pid,type,Rec Rank,ast/tov,rimmade,rimmade+rimmiss,midmade,midmade+midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade,dunksmiss+dunksmade,dunksmade/(dunksmade+dunksmiss),pick,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mpg,ogbpm,dgbpm,oreb,dreb,trb_pg,ast_pg,stl_pg,blk_pg,pts_pg,Unnamed: 64,Unnamed: 65,minutes,fgm,fga,efg_pct,ts_pct,position,height_w_shoes_in,weight_lbs,bmi,body_fat_pct,wingspan_in,standing_reach_in,hand_length_in,hand_width_in,vert_no_step_in,vert_max_in,lane_agility_sec,shuttle_run_sec,three_quarter_sprint_sec,bench_reps,BAR,PAN,PBHGT,PDHGT,rookie_per,usage_proxy_per40,ws_ratio,reach_ratio,power_to_weight,bmi_like,shooting_split
MIKE SCOTT,Virginia,ACC,32,77.7,115.0,29.8,0.5710000000000001,0.62,9.7,24.0,10.7,14.8,139,172,0.808,209,362,0.577,6,20,0.3,1.8,1.4,45.0,Sr,8-Jun,23.0,5.25359,133.035,2.2,2012,4079,all,26.8,0.55220175,73.0,101.0,136.0,260.0,0.7228,0.5231,10.0,11.0,0.9091,43.0,86.3756,83.8789,4.58281,193.92,5.98597,3.33859,2.64738,9.68678,31.2188,7.31393,2.37285,2.1875,6.0938,8.2812,1.1562,0.6562,0.4688,17.9688,PF/C,1.31329,999.0016,215,382,0.5706806282722513,0.62,PF,79.25,240.8,27.0,0.106,82.75,104.0,8.5,9.0,27.0,32.5,11.59,,3.44,14.0,104.4%,76.5,131.0,136.5,5.0,,1.0441640378548895,1.3123028391167193,1.88953488372093,0.038340514882225916,0.3538219895287958
MITCH MCGARY,Michigan,B10,8,13.2,113.2,24.1,0.545,0.5722999999999999,15.5,27.2,12.6,17.5,16,24,0.667,30,53,0.566,0,2,0.0,3.2,4.9,43.6,So,10-Jun,4.0,2.93483,122.566,5.1,2014,28103,all,94.6,0.92307692,17.0,23.0,13.0,30.0,0.7391,0.4333,3.0,3.0,1.0,21.0,90.2124,86.8159,3.60663,51.044,10.8315,4.6351,6.19639,7.95678,24.625,3.47845,4.47833,2.875,5.375,8.25,1.5,1.875,0.75,9.5,C,0.650561,197.0,30,55,0.5454545454545454,0.5722999999999999,,,,,,,,,,,,,,,,,,,,9.0,,,,,,0.3121636363636363
MYLES TURNER,Texas,B12,34,54.9,109.4,23.8,0.488,0.5561,7.2,24.9,6.2,16.6,94,112,0.839,100,195,0.513,17,62,0.274,12.3,0.8,43.6,Fr,11-Jun,52.0,2.76964,121.743,4.3,2015,37036,all,99.0,0.42549187,40.0,54.0,60.0,141.0,0.7407,0.4255,11.0,13.0,0.8462,11.0,85.3599,81.3327,3.51116,185.417,7.38281,0.519533,6.86328,8.53262,22.2059,3.08008,5.45255,1.2941,5.2353,6.5294,0.5882,0.2941,2.6176,10.1471,PF/C,5.20698,755.0006,117,257,0.4883268482490272,0.5561,C-PF,81.75,238.6,25.1,0.093,88.0,112.0,9.25,9.3,,,,,,,107.6%,85.6,,,12.3,,1.0764525993883791,1.3700305810397553,,0.03570219491438244,0.27155856031128406
NATE WOLTERS,South Dakota St.,Sum,31,91.8,122.7,30.8,0.545,0.6031,3.6,14.1,35.1,12.8,182,221,0.824,167,314,0.532,62,163,0.38,0.4,2.9,46.3,Sr,3-Jun,3,6.90102,136.415,1.6,2013,12007,all,,2.39997521,96.0,147.0,71.0,167.0,0.6531,0.4251,0.0,0.0,,38.0,100.908,102.126,3.1249,220.48,8.87537,8.85589,0.0194864,9.58873,38.4839,8.3831,1.20563,1.0645,4.4516,5.5161,5.8065,1.7742,0.129,22.6452,Scoring PG,8.5826,1193.0009,229,477,0.5450733752620545,0.6031,PG,75.5,196.4,24.2,0.055,75.75,98.0,8.25,8.8,,,,,,8.0,100.3%,72.2,,,8.6,,1.0033112582781456,1.2980132450331126,,0.034454629182930574,0.32873375262054505
NIK STAUSKAS,Michigan,B10,36,86.0,124.1,23.9,0.586,0.6417,1.6,8.8,18.8,14.0,168,204,0.824,93,186,0.5,92,208,0.442,0.9,1.0,51.8,So,6-Jun,11.0,6.30439,139.096,1.5,2014,28098,all,78.2,1.76121657,53.0,87.0,40.0,99.0,0.6092,0.404,15.0,17.0,0.8824,8.0,107.646,101.814,3.41738,171.682,7.59555,7.78089,-0.185343,8.41756,35.5833,8.06205,0.355509,0.4167,2.5,2.9167,3.2778,0.5556,0.3056,17.5,Combo G,10.3848,1280.9988,185,394,0.5862944162436549,0.6417,SG,77.25,206.9,24.4,0.121,79.75,102.0,8.5,8.5,29.0,35.5,10.79,2.92,3.27,,103.2%,72.3,131.0,137.5,3.8,,1.0323624595469256,1.3203883495145632,,0.03467077219551534,0.37622512690355336
NIKOLA VUCEVIC,USC,P10,34,87.0,115.9,25.1,0.539,0.578,9.8,25.6,11.0,12.1,123,163,0.755,186,343,0.542,29,83,0.349,4.4,0.9,38.3,Jr,10-Jun,5.0,5.23004,128.258,3.2,2011,5408,all,44.0,0.93100417,97.0,138.0,89.0,205.0,0.7029,0.4341,20.0,24.0,0.8333,16.0,93.3056,88.3293,4.65874,244.636,8.27907,4.1751,4.10397,8.82136,34.9118,6.33822,2.48314,2.8529,7.4412,10.2941,1.5882,0.5294,1.3824,17.1176,PF/C,4.32851,1187.0012,215,426,0.5387323943661971,0.578,PF-C,82.25,259.8,27.0,0.061,88.5,112.5,9.25,10.3,23.5,25.0,12.02,,3.27,8.0,107.6%,94.8,136.0,137.5,7.9,,1.0759878419452888,1.3677811550151975,0.7698229407236336,0.03840319287515821,0.3113873239436619
NOAH VONLEH,Indiana,B10,30,61.8,109.1,21.5,0.56,0.6043,10.8,27.3,4.9,21.8,96,134,0.716,97,183,0.53,16,33,0.485,5.4,1.9,62.0,Fr,10-Jun,1.0,2.47652,114.762,4.1,2014,29985,all,98.0,0.2812544,73.0,122.0,24.0,61.0,0.5984,0.3934,24.0,27.0,0.8889,9.0,90.6372,86.69,3.93211,195.609,5.27582,0.682888,4.59293,6.05888,26.4667,2.72525,3.33363,2.3667,6.6,8.9667,0.6,0.8667,1.3667,11.2667,PF/C,2.41028,794.001,113,216,0.5601851851851852,0.6043,PF,80.0,247.1,27.1,0.073,88.25,108.0,9.75,11.8,31.0,37.0,11.45,3.29,3.28,,110.3%,114.6,139.0,145.0,4.8,,1.103125,1.35,,0.038609375,0.3385199074074074
NOLAN SMITH,Duke,ACC,37,85.1,114.0,30.8,0.508,0.564,4.1,10.1,30.3,17.3,187,230,0.813,203,405,0.501,57,163,0.35,0.2,2.0,40.5,Sr,2-Jun,2.0,6.14746,136.992,2.3,2011,198,all,95.8,1.60168696,121.0,180.0,82.0,225.0,0.6722,0.3644,19.0,21.0,0.9048,21.0,94.9421,90.2798,4.32707,221.453,7.92525,6.5307,1.39455,9.04699,34.027,7.42587,1.62112,1.1892,3.2973,4.4865,5.1081,1.2162,0.0811,20.6486,Scoring PG,7.34459,1258.999,260,568,0.5079225352112676,0.564,PG,73.5,187.6,24.4,0.056,77.5,99.0,8.5,9.3,28.5,34.0,11.05,,3.17,9.0,105.4%,78.6,127.5,133.0,3.3,,1.054421768707483,1.346938775510204,1.631130063965885,0.03472627146096534,0.2864683098591549
NORMAN POWELL,UCLA,P12,36,85.7,104.9,24.0,0.49700000000000005,0.5399,1.9,13.3,12.8,15.8,127,169,0.751,175,348,0.503,38,119,0.319,1.5,3.2,36.2,Sr,4-Jun,4.0,3.70038,116.502,2.9,2015,22006,all,89.6,0.93749446,132.0,217.0,43.0,131.0,0.6083,0.3282,34.0,38.0,0.8947,46.0,98.9771,94.5606,3.90771,244.879,5.02166,2.84666,2.17499,5.46561,34.5278,2.76967,2.69594,0.5833,4.1111,4.6944,2.0833,1.8333,0.4444,16.4167,Wing G,5.638,1243.0008,213,467,0.49678800856531047,0.5399,SG,75.0,215.4,26.9,0.064,82.75,102.5,9.25,9.0,32.5,40.5,10.69,3.2,3.2,5.0,110.3%,83.3,135.0,143.0,6.0,,1.1033333333333333,1.3666666666666667,0.9401114206128134,0.03829333333333333,0.26821584582441116
NORRIS COLE,Cleveland St.,Horz,34,90.2,112.9,32.8,0.47,0.5483,2.5,16.7,38.0,14.3,221,259,0.853,189,407,0.464,46,142,0.324,0.3,3.7,47.2,Sr,2-Jun,30.0,6.04041,133.163,2.8,2011,4149,all,,1.94738903,114.0,181.0,75.0,226.0,0.6298,0.3319,6.0,8.0,0.75,28.0,93.3699,91.3968,4.44932,258.227,9.55658,6.99107,2.56551,10.1645,36.0882,6.90038,3.26417,0.7647,5.1176,5.8824,5.4412,2.1765,0.0882,21.6765,Scoring PG,6.99096,1226.9988,235,549,0.46994535519125685,0.5483,PG,72.25,174.4,23.5,0.047,74.25,95.5,8.5,9.5,29.5,38.5,10.07,,3.22,11.0,102.8%,80.8,125.0,134.0,4.8,,1.027681660899654,1.3217993079584776,2.4283256880733943,0.03340956166712564,0.2576710382513661
ORLANDO JOHNSON,UC Santa Barbara,BW,29,84.7,113.1,29.1,0.53,0.5661,4.9,13.5,19.2,15.1,124,174,0.713,126,270,0.467,67,157,0.427,2.2,1.9,40.7,Sr,5-Jun,33.0,4.74175,124.66,2.1,2012,10632,all,,1.19715727,55.0,84.0,71.0,186.0,0.6548,0.3817,8.0,8.0,1.0,36.0,102.081,102.314,2.82713,174.73,4.22884,4.93197,-0.703128,6.35506,34.4828,6.86312,-0.50806,1.4138,4.3103,5.7241,2.931,1.0345,0.6897,19.8966,Wing G,9.70663,1000.0011999999999,193,427,0.5304449648711944,0.5661,SG,75.75,223.8,27.4,0.07,83.25,99.0,9.0,9.5,32.0,39.5,10.98,,3.25,13.0,109.9%,85.5,131.0,138.5,4.6,,1.099009900990099,1.306930693069307,2.2944593386952636,0.03900271215240336,0.3002848946135832
OTTO PORTER,Georgetown,BE,31,84.4,118.8,23.4,0.541,0.59,6.7,19.0,18.5,11.7,122,157,0.777,125,248,0.504,43,102,0.422,3.0,3.3,44.9,So,8-Jun,22,5.67299,130.848,2.2,2013,19628,all,94.0,1.78728317,60.0,88.0,65.0,161.0,0.6818,0.4037,8.0,8.0,1.0,3.0,84.1473,79.8442,5.56603,240.544,12.4131,6.48729,5.92584,13.0999,35.3871,8.03978,5.06012,1.7742,5.7097,7.4839,2.7097,1.8387,0.9032,16.1613,Wing F,5.95532,1097.0001,168,350,0.5414285714285715,0.59,SF,79.5,197.6,22.0,0.067,85.5,105.5,8.75,9.3,27.0,36.0,11.25,3.06,3.4,9.0,107.5%,80.9,132.5,141.5,2.1,,1.0754716981132075,1.3270440251572326,1.639676113360324,0.0312645860527669,0.31944285714285714
PASCAL SIAKAM,New Mexico St.,WAC,32,87.0,115.4,28.0,0.54,0.5688,13.4,23.5,11.2,12.6,133,194,0.686,255,466,0.547,3,15,0.2,6.4,1.7,40.3,So,9-Jun,43.0,4.64714,125.441,3.1,2016,37123,all,,0.76119968,129.0,175.0,126.0,291.0,0.7371,0.433,31.0,32.0,0.9688,27.0,86.8008,88.45,4.89153,275.465,7.23334,2.53836,4.69498,8.29928,35.3438,5.33606,2.96322,4.0,7.8438,11.8438,1.5938,1.0,2.2188,20.375,C,0.791505,1131.0016,258,481,0.5395010395010394,0.5688,PF,80.25,226.6,24.7,0.052,87.25,107.5,9.25,10.0,30.5,36.5,11.25,3.09,3.41,,108.7%,92.5,138.0,144.0,7.4,,1.087227414330218,1.3395638629283488,,0.0351859939247484,0.3068681912681912
PATRICK MCCAW,UNLV,MWC,31,83.4,112.6,20.3,0.546,0.5793,3.4,12.7,23.0,16.3,80,104,0.769,92,163,0.564,62,176,0.352,1.2,3.8,30.7,So,7-Jun,22.0,3.24837,115.024,2.6,2016,37216,all,60.6,1.84614646,69.0,104.0,23.0,59.0,0.6635,0.3898,13.0,14.0,0.9286,38.0,96.4163,94.5414,3.98331,233.53,7.26551,4.22015,3.04537,7.40592,34.1613,3.93913,3.46679,1.0968,4.0968,5.1935,3.871,2.4194,0.4194,14.5161,Combo G,8.98017,1059.0003,154,339,0.5457227138643068,0.5793,PG-SG,77.25,180.8,21.3,0.047,82.0,100.5,8.75,8.8,30.0,38.0,11.01,2.97,3.3,,106.1%,76.6,130.5,138.5,3.2,,1.0614886731391586,1.3009708737864079,,0.03029712717713472,0.316137168141593
PATRICK PATTERSON,Kentucky,SEC,38,81.8,129.5,17.2,0.607,0.6242,10.6,13.4,5.5,10.7,90,130,0.692,191,305,0.626,24,69,0.348,4.1,1.2,34.8,Jr,9-Jun,54,5.09067,129.364,1.9,2010,3715,all,98.2,0.87811659,136.0,165.0,50.0,127.0,0.8242,0.3937,65.0,70.0,0.9286,14.0,94.0703,89.5707,4.19133,233.26,9.11359,5.81768,3.29592,8.74506,33.0263,6.23586,2.5092,3.0526,4.3947,7.4474,0.9474,0.7105,1.3421,14.3158,PF/C,3.09222,1254.9994,215,374,0.606951871657754,0.6242,PF,80.0,239.6,26.3,0.053,85.25,107.0,9.25,10.3,28.5,33.5,11.14,,3.25,17.0,106.6%,94.8,135.5,140.5,8.9,,1.065625,1.3375,2.3768781302170283,0.0374375,0.37885935828877004
PAUL GEORGE,Fresno St.,WAC,28,72.6,105.6,27.3,0.51,0.5722,6.8,18.6,22.6,20.8,110,122,0.902,92,188,0.489,58,163,0.356,3.0,3.9,34.8,So,8-Jun,24,3.6053,115.82,3.5,2010,5903,all,61.6,0.96627442,70.0,106.0,22.0,82.0,0.6604,0.2683,18.0,22.0,0.8182,10.0,94.6435,92.7156,3.89014,210.186,6.68486,3.41633,3.26852,6.74572,33.1786,4.41774,2.32799,1.9286,5.2857,7.2143,3.0714,2.1429,0.8571,16.7143,Wing F,10.3973,929.0008,150,351,0.50997150997151,0.5722,SF,79.75,214.4,23.7,0.05,83.25,107.0,8.5,9.0,,,,,,4.0,104.4%,76.5,,,8.9,,1.0438871473354232,1.341692789968652,,0.03371036055070214,0.29180569800569806
PERRY JONES,Baylor,B12,32,66.6,110.6,22.6,0.51,0.5361,10.8,18.6,8.8,14.4,71,102,0.696,169,328,0.515,10,33,0.303,2.1,1.7,28.3,So,11-Jun,1.0,3.86615,120.539,3.1,2012,18374,all,98.8,0.75922966,92.0,132.0,77.0,196.0,0.697,0.3929,41.0,44.0,0.9318,28.0,96.8961,90.4005,3.84024,188.837,4.93194,3.43733,1.4946,4.25016,30.9062,3.49204,0.758121,2.6875,5.0312,7.7188,1.2812,0.875,0.5938,13.7188,PF/C,1.98934,988.9984,179,361,0.5096952908587258,0.5361,PF-SF,82.25,233.8,24.3,0.046,85.75,107.0,9.25,9.5,33.0,38.5,11.31,,3.19,11.0,104.3%,87.9,140.0,145.5,2.4,,1.0425531914893618,1.3009118541033435,1.811377245508982,0.03455991722175516,0.2732476454293629
PEYTON SIVA,Louisville,BE,40,76.7,105.0,21.1,0.45899999999999996,0.5134000000000001,1.1,7.6,34.3,24.0,85,98,0.867,101,212,0.476,38,132,0.288,0.6,4.3,28.5,Sr,Jun-00,3,3.12814,113.272,3.3,2013,13289,all,93.4,2.15094325,75.0,125.0,26.0,86.0,0.6,0.3023,7.0,8.0,0.875,56.0,87.954,83.2111,4.54732,239.991,6.18906,3.46654,2.72252,6.25131,31.175,2.20725,4.04406,0.3,2.05,2.35,5.7,2.25,0.15,10.025,Pure PG,6.32748,1247.0,139,344,0.45930232558139533,0.5134000000000001,PG,71.5,180.6,24.8,0.061,75.0,93.0,8.0,9.8,33.5,41.5,10.59,2.93,3.16,15.0,104.9%,78.0,126.5,134.5,2.1,,1.048951048951049,1.3006993006993006,3.446843853820598,0.035326910851386374,0.2358058139534884
QUINCY PONDEXTER,Washington,P10,36,80.4,123.0,25.2,0.547,0.6082,10.3,15.0,11.2,12.8,187,226,0.827,227,413,0.55,18,51,0.353,1.8,2.2,48.7,Sr,6-Jun,20,5.83159,136.751,3.1,2010,3829,all,94.0,0.92646512,113.0,143.0,114.0,270.0,0.7902,0.4222,34.0,35.0,0.9714,26.0,95.2815,90.3543,4.03499,237.307,9.18086,6.61291,2.56795,9.62658,32.2778,7.5522,2.07438,2.9722,4.3889,7.3611,1.75,1.2778,0.5833,19.3056,Wing F,2.41655,1162.0008,245,464,0.5474137931034483,0.6082,,,,,,,,,,,,,,,,,,,,3.0,,,,,,0.3329370689655172
RASHAD VAUGHN,UNLV,MWC,23,57.3,101.4,28.8,0.521,0.5473,2.3,13.9,12.2,14.4,68,98,0.694,90,187,0.481,54,141,0.383,1.1,1.5,29.9,Fr,6-Jun,1.0,3.37158,116.012,2.9,2015,37215,all,98.2,0.71999634,48.0,87.0,42.0,100.0,0.5517,0.42,3.0,4.0,0.75,17.0,100.566,98.7494,3.15614,122.977,0.927228,2.60346,-1.67623,4.09223,32.2609,4.5805,-0.488272,0.6087,4.2174,4.8261,1.5652,0.7826,0.3478,17.8261,Wing G,11.7065,742.0006999999999,144,328,0.5213414634146342,0.5473,SG,75.75,198.6,24.3,0.062,79.0,101.0,8.0,8.5,28.0,34.0,11.4,3.1,3.21,5.0,104.3%,68.0,129.0,135.0,2.5,,1.0429042904290429,1.3333333333333333,0.8559919436052367,0.03461098585106035,0.28533018292682927
RAY MCCALLUM,Detroit,Horz,31,93.2,116.4,24.4,0.524,0.5657,4.0,13.3,23.5,12.8,138,193,0.715,158,290,0.545,39,123,0.317,1.7,3.0,46.7,Jr,1-Jun,3,5.39079,125.565,2.2,2013,17384,all,95.0,2.19042468,122.0,184.0,35.0,104.0,0.663,0.3365,23.0,23.0,1.0,36.0,101.748,101.013,3.22081,222.896,6.27909,5.70333,0.575761,7.06943,37.2903,6.07031,0.999121,1.3226,3.8387,5.1613,4.4516,1.9677,0.5806,18.4194,Combo G,6.09953,1155.9993,197,413,0.5242130750605327,0.5657,PG,72.25,191.4,25.8,0.073,75.25,96.5,8.0,8.8,30.5,40.0,10.82,3.08,3.25,5.0,104.2%,70.0,127.0,136.5,6.1,,1.041522491349481,1.3356401384083045,1.044932079414838,0.03666622765532022,0.29654733656174337
REGGIE BULLOCK,North Carolina,ACC,34,76.5,126.5,18.2,0.598,0.617,6.6,15.8,16.2,12.3,56,73,0.767,80,149,0.537,85,198,0.429,0.9,2.2,21.0,Jr,7-Jun,35,4.94588,129.15,1.9,2013,16384,all,97.2,2.20929859,34.0,50.0,46.0,98.0,0.68,0.4694,0.0,0.0,,25.0,96.5996,92.1141,3.69359,214.266,10.8455,7.95074,2.89476,10.4947,31.6176,8.0144,2.48029,2.0294,4.5294,6.5588,2.7941,1.2353,0.2941,13.8529,Wing G,10.2971,1074.9984,165,347,0.5979827089337176,0.617,SG-SF,77.75,199.8,23.2,0.07,80.75,102.0,8.5,9.0,31.0,36.5,11.33,3.3,3.31,11.0,103.9%,76.5,133.0,138.5,2.3,,1.0385852090032155,1.3118971061093248,2.0095095095095092,0.033051767454844345,0.3689553314121038
REGGIE JACKSON,Boston College,ACC,34,85.4,120.5,27.2,0.585,0.6179,3.9,11.3,29.7,16.0,109,137,0.796,148,266,0.556,71,169,0.42,1.7,1.9,31.5,Jr,3-Jun,0.0,6.25729,137.736,2.0,2011,6923,all,82.4,1.87651111,99.0,150.0,49.0,116.0,0.66,0.4224,25.0,25.0,1.0,24.0,108.416,103.775,2.74324,187.742,7.80425,7.60689,0.197362,9.35972,34.1471,8.68046,0.679261,1.0294,3.2647,4.2941,4.4706,1.0588,0.5294,18.1765,Scoring PG,9.07322,1161.0014,219,435,0.5850574712643678,0.6179,,,,,,,,,,,,,,,,,,,,3.2,,,,,,0.36150701149425285
RICHAUN HOLMES,Bowling Green,MAC,30,67.1,115.8,25.1,0.593,0.6231,11.5,21.0,7.2,16.5,101,142,0.711,139,237,0.586,18,43,0.419,11.3,1.5,50.7,Sr,8-Jun,22.0,3.6708,122.373,3.4,2015,26987,all,,0.43332471,107.0,155.0,32.0,82.0,0.6903,0.3902,45.0,46.0,0.9783,37.0,91.2274,91.5379,3.56104,192.802,7.98568,2.67221,5.31347,8.6819,28.7742,5.65496,3.02693,2.871,5.1613,8.0323,0.8387,0.7097,2.6452,14.8065,PF/C,3.12328,863.226,157,280,0.5928571428571429,0.6231,PF,80.25,242.8,26.5,0.088,85.5,108.0,8.5,8.5,32.5,36.0,11.24,3.31,3.32,15.0,106.5%,72.3,140.5,144.0,6.9,,1.0654205607476634,1.3457943925233644,2.2240527182866554,0.03770149746217525,0.3694092857142857
RODNEY HOOD,Duke,ACC,35,81.9,119.8,22.3,0.55,0.5902000000000001,2.9,11.7,13.2,12.8,109,135,0.807,120,243,0.494,71,169,0.42,0.8,1.3,32.8,So,8-Jun,5,4.83862,130.274,3.2,2014,19693,all,94.4,1.38887811,47.0,74.0,73.0,168.0,0.6351,0.4345,14.0,16.0,0.875,23.0,105.837,100.347,3.33286,164.685,6.3778,5.83042,0.547379,6.64208,32.8571,6.11765,0.524428,0.8286,3.1143,3.9429,2.1429,0.7143,0.2571,16.0571,Wing F,8.91425,1149.9985000000001,191,412,0.5497572815533981,0.5902000000000001,SF,79.25,208.2,23.3,0.075,80.5,103.0,8.5,8.5,29.0,36.0,11.21,3.14,3.38,,101.6%,72.3,132.0,139.0,7.8,,1.0157728706624605,1.2996845425867507,,0.03314989700365214,0.3244667475728156
RONDAE HOLLIS-JEFFERSON,Arizona,P12,38,71.5,113.8,20.9,0.513,0.5733,9.0,20.1,10.1,15.5,145,205,0.707,132,246,0.537,6,29,0.207,3.4,2.4,74.5,So,7-Jun,23.0,3.43005,119.977,3.4,2015,29198,all,97.2,1.0,91.0,127.0,41.0,119.0,0.7165,0.3445,40.0,43.0,0.9302,23.0,86.8974,82.7697,4.42793,234.584,9.57925,3.75175,5.82751,8.24463,28.6842,3.86244,4.38219,2.0263,4.8158,6.8421,1.5526,1.1579,0.8421,11.2368,Wing F,1.58521,1089.9996,138,275,0.5127272727272727,0.5733,SF,77.5,210.8,24.7,0.05,86.0,104.0,8.75,9.8,32.0,38.0,10.41,3.19,3.12,13.0,111.0%,85.3,136.0,142.0,10.4,,1.1096774193548387,1.3419354838709678,2.3434535104364325,0.03509677419354839,0.29394654545454546
RYAN KELLY,Duke,ACC,23,46.1,121.1,20.8,0.535,0.5864,6.9,14.3,11.0,9.7,69,85,0.812,61,129,0.473,35,83,0.422,5.4,1.4,40.1,Sr,11-Jun,34,4.53064,129.13,3.3,2013,14133,all,97.0,1.65219998,22.0,40.0,39.0,88.0,0.55,0.4432,2.0,2.0,1.0,48.0,94.8199,88.6349,3.7335,129.644,10.0914,6.13751,3.95393,9.95268,28.8696,6.64774,3.30494,1.6087,3.6957,5.3043,1.6522,0.6957,1.6087,12.8696,Stretch 4,7.30788,664.0007999999999,96,212,0.535377358490566,0.5864,PF,81.75,228.0,24.0,0.148,83.5,110.0,9.0,10.0,,,,,,,102.1%,90.0,,,9.8,,1.0214067278287462,1.345565749235474,,0.034116095727071236,0.3139452830188679
SAM YOUNG,Pittsburgh,BE,34,77.4,113.3,26.3,0.552,0.5811999999999999,6.9,15.4,6.6,16.8,112,152,0.737,194,352,0.551,50,135,0.37,2.7,1.9,31.2,Sr,6-Jun,,4.9538,129.086,2.2,2009,2503,all,,0.43208528,,,,,,,,,,36.0,96.3118,90.6034,3.94188,203.577,6.61607,4.7308,1.88527,8.14654,31.8529,6.54282,1.60371,1.8824,4.3529,6.2353,1.0294,1.0,0.7941,19.1176,,7.37712,1082.9986000000001,244,487,0.5523613963039015,0.5811999999999999,SF-SG,77.25,222.8,26.2,0.049,82.75,105.5,,,27.5,33.0,11.47,,3.45,,107.1%,,133.0,138.5,6.2,,1.0711974110032363,1.3656957928802589,,0.03733517663200009,0.32103244353182747
SHABAZZ MUHAMMAD,UCLA,P12,32,69.5,107.1,28.2,0.48700000000000004,0.5282,9.9,8.5,5.8,10.5,128,180,0.711,162,350,0.463,40,106,0.377,0.4,1.3,39.5,Fr,6-Jun,15,4.37267,125.238,2.1,2013,26310,all,99.8,0.52942655,79.0,124.0,82.0,226.0,0.6371,0.3628,24.0,26.0,0.9231,14.0,103.412,98.5396,2.8948,147.485,1.84634,3.93685,-2.09052,3.7998,30.8438,5.4274,-1.6276,2.7188,2.5,5.2188,0.8438,0.7188,0.125,17.875,Wing F,6.16621,987.0016,202,456,0.4868421052631579,0.5282,SF-SG,76.75,221.8,26.5,0.09,83.0,104.5,9.0,10.0,29.5,37.0,10.99,2.93,3.32,10.0,108.1%,90.0,134.0,141.5,3.1,,1.0814332247557004,1.3615635179153094,1.6681695220919748,0.037653449903977766,0.25715
SHABAZZ NAPIER,Connecticut,Amer,40,87.2,115.9,28.1,0.517,0.5911,3.4,15.0,30.8,17.7,207,238,0.87,126,281,0.448,87,215,0.405,1.0,3.2,48.0,Sr,1-Jun,13,5.63514,134.239,2.4,2014,18516,all,83.8,1.71052637,67.0,117.0,59.0,165.0,0.5726,0.3576,0.0,0.0,,24.0,93.6766,89.1857,4.90187,280.829,10.6422,6.8767,3.7655,11.1355,35.1,7.27733,3.85813,0.95,4.9,5.85,4.875,1.825,0.325,18.0,Scoring PG,9.39147,1404.0,213,496,0.5171370967741935,0.5911,PG,71.0,175.2,24.4,0.074,75.25,93.0,8.25,8.5,30.5,37.5,11.6,3.13,3.2,,106.0%,70.1,123.5,130.5,6.2,,1.0598591549295775,1.3098591549295775,,0.03475500892680024,0.3056797379032258
SHELVIN MACK,Butler,Horz,37,79.4,107.1,27.9,0.49,0.5325,2.7,14.3,25.1,16.9,120,156,0.769,107,237,0.451,85,242,0.351,0.3,1.4,32.6,Jr,3-Jun,1.0,4.02315,121.432,2.2,2011,6698,all,41.4,1.41756451,59.0,95.0,48.0,142.0,0.6211,0.338,2.0,2.0,1.0,34.0,100.157,96.6054,3.34166,195.04,5.48578,4.54418,0.941604,6.33506,32.1892,5.59095,0.744108,0.7297,3.7568,4.4865,3.4865,0.7297,0.0811,15.9189,Combo G,12.5489,1191.0004,192,479,0.48956158663883087,0.5325,PG,73.0,209.0,27.6,0.071,79.5,96.5,8.25,9.3,32.0,39.0,11.23,,3.18,17.0,108.9%,76.3,128.5,135.5,4.5,,1.0890410958904109,1.321917808219178,3.172248803827751,0.03921936573465941,0.26069154488517743
SOLOMON HILL,Arizona,P12,35,82.1,113.7,21.4,0.541,0.5794,6.6,12.8,16.8,18.7,95,124,0.766,101,199,0.508,57,146,0.39,1.8,2.1,35.9,Sr,7-Jun,44,4.28294,121.472,2.6,2013,11698,all,91.8,1.23377266,53.0,82.0,48.0,117.0,0.6463,0.4103,12.0,14.0,0.8571,23.0,95.9089,91.6638,3.90349,209.657,8.28038,5.49305,2.78733,7.56824,32.9714,5.44116,2.12707,1.7429,3.6,5.3429,2.7143,1.1429,0.5714,13.3714,Wing G,7.60079,1153.999,158,345,0.5405797101449276,0.5794,SF,77.5,226.0,26.5,0.076,81.0,103.0,9.0,10.5,29.5,37.5,10.77,2.91,3.19,14.0,104.5%,94.5,132.5,140.5,2.5,,1.0451612903225806,1.3290322580645162,2.3230088495575223,0.03762747138397503,0.31321188405797107
